StaircaseNo,TestLoc,Orientation,CorrectAns,ResponseKey,ResponseCorr,RT
1,dC,105.0,right,right,1,0.3072119849985029
1,uC,105.0,right,right,1,0.3456346170005418
1,uC,103.0,right,right,1,0.3076625280009466
2,cC,80.0,left,left,1,0.2308361120012705
1,cC,105.0,right,right,1,0.9598250669987465
2,cC,82.0,left,left,1,0.2691518489991722
2,dC,80.0,left,left,1,0.3074087820004934
2,cC,84.0,left,left,1,0.4611669879996043
2,cC,86.0,left,left,1,0.4993745340016176
1,dC,103.0,right,right,1,0.4990877749987703
2,uC,80.0,left,left,1,0.3457912809990376
1,dC,101.0,right,right,1,0.3455352950004453
1,dC,99.0,right,right,1,0.7682330809984705
1,dC,97.0,right,right,1,1.343623786000535
2,cC,88.0,left,left,1,0.5384590880003088
1,cC,103.0,right,left,0,1.305260417999307
1,dC,95.0,right,right,1,0.4992894690003595
1,dC,93.0,right,right,1,0.53779297499932
2,cC,90.0,vertical,left,0,0.2689593260001857
2,uC,82.0,left,left,1,0.3461633790011547
2,dC,82.0,left,left,1,0.3842645170007017
2,uC,84.0,left,left,1,0.2688966049990995
1,cC,104.0,right,left,0,0.8835000910003146
2,uC,86.0,left,left,1,0.3841201390005153
1,dC,91.0,right,left,0,0.5373295190001954
2,dC,84.0,left,left,1,0.4994575609998719
2,cC,90.0,vertical,left,0,0.4608549990007305
2,dC,86.0,left,left,1,0.3071458859994891
1,uC,101.0,right,right,1,0.5762498080002842
2,uC,88.0,left,left,1,0.2305552409998199
1,uC,99.0,right,right,1,0.9600033669994446
2,cC,90.0,vertical,left,0,0.4225814240016916
1,cC,105.0,right,left,0,1.804701945000488
2,uC,90.0,vertical,left,0,1.152610517001449
2,uC,90.0,vertical,left,0,3.876633402000152
2,uC,90.0,vertical,left,0,0.4227382650005893
2,dC,88.0,left,right,0,2.112076728999455
2,uC,90.0,vertical,left,0,1.229330182999547
2,cC,90.0,vertical,left,0,0.3843675320003967
1,dC,92.0,right,left,0,1.190593217001151
1,uC,97.0,right,left,0,1.920593195000038
2,cC,90.0,vertical,left,0,1.651366906999101
1,cC,106.0,right,right,1,0.6145230449983501
2,dC,87.0,left,right,0,1.30533437899976
2,dC,86.0,left,left,1,0.4613513669992244
1,uC,98.0,right,right,1,0.6917149090004386
1,dC,93.0,right,right,1,2.825699262999478
1,cC,105.5,right,right,1,0.6147237029999815
1,cC,105.0,right,right,1,0.691139414000645
1,uC,97.0,right,right,1,1.344847043999835
2,dC,86.5,left,left,1,0.5378895869998814
1,uC,96.0,right,left,0,1.075220959000944
2,uC,90.0,vertical,left,0,0.4993487679985265
1,dC,92.5,right,left,0,0.921533944998373
1,dC,93.0,right,left,0,1.38295277799989
2,cC,90.0,vertical,left,0,0.6914868439998827
1,uC,96.5,right,right,1,0.8063450299996475
2,uC,90.0,vertical,left,0,0.5001115900013247
1,uC,96.0,right,right,1,0.3839710889988055
2,cC,90.0,vertical,left,0,0.3072650819995033
1,uC,95.5,right,left,0,0.9605399610009044
1,uC,96.0,right,right,1,0.4611827040007483
1,dC,93.5,right,right,1,2.380407393000496
2,dC,87.0,left,left,1,0.4223535880009877
1,cC,104.5,right,right,1,0.4229815349990531
1,cC,104.0,right,right,1,1.805493472998933
1,dC,93.0,right,right,1,1.382819552000001
1,cC,103.5,right,right,1,0.4605874959997891
1,cC,103.0,right,left,0,1.113180952999755
2,dC,87.5,left,left,1,0.8838752360006765
2,uC,90.0,vertical,left,0,0.9219284250011697
2,cC,90.0,vertical,left,0,0.8445167090012546
2,dC,88.0,left,left,1,0.4995361809997121
1,cC,103.5,right,right,1,0.3454574789993785
2,cC,90.0,vertical,left,0,1.842737704999308
2,uC,90.0,vertical,left,0,1.113501390000238
2,cC,90.0,vertical,left,0,1.497548903000279
1,cC,103.0,right,right,1,1.152310765000948
1,uC,95.5,right,right,1,0.5377058800004306
1,dC,92.5,right,left,0,1.574522623999655
