StaircaseNo,TestLoc,Orientation,CorrectAns,ResponseKey,ResponseCorr,RT
1,cN1,105.0,right,right,1,2.687242112995591
2,uC,80.0,left,left,1,0.5372790420078672
1,cF1,105.0,right,right,1,0.3458780799992383
2,cN1,80.0,left,left,1,0.4228234059992246
1,cN1,103.0,right,right,1,0.2303182239993475
1,uC,105.0,right,right,1,0.3456001819577068
1,cC,105.0,right,right,1,0.1536594629869796
2,cF1,80.0,left,left,1,0.4610193920088932
1,cN1,101.0,right,right,1,0.1921569139813073
2,uC,82.0,left,left,1,0.1537452270276845
2,uC,84.0,left,left,1,0.2689213379635476
2,cF1,82.0,left,left,1,0.1537222919869237
1,uC,103.0,right,right,1,0.3458238569437526
2,cN1,82.0,left,left,1,0.307427762018051
1,cF1,103.0,right,right,1,0.2305658349650912
1,dC,105.0,right,right,1,0.3455943340086378
1,cF1,101.0,right,right,1,0.3458446000004187
1,cN1,99.0,right,right,1,0.3066677830065601
2,dC,80.0,left,left,1,0.1538129389518872
2,uC,86.0,left,left,1,0.2690105279907584
2,cF1,84.0,left,left,1,0.4604362469981425
1,uC,101.0,right,right,1,0.3459433279931545
1,uC,99.0,right,right,1,0.3074896279722452
1,cN1,97.0,right,right,1,0.1922845969675109
2,cC,80.0,left,left,1,0.3459116569720209
2,cF1,86.0,left,left,1,0.2688235189998522
2,uC,88.0,left,left,1,0.3068257609847933
1,cN1,95.0,right,right,1,0.2690517640439793
1,cF1,99.0,right,right,1,0.3072129100328311
2,cC,82.0,left,left,1,0.2304566540406086
2,cN1,84.0,left,left,1,0.4219279770040885
2,cN1,86.0,left,left,1,0.4996778930071741
1,uC,97.0,right,right,1,0.4225611560395919
2,cC,84.0,left,left,1,0.4230670079705305
2,dC,82.0,left,left,1,0.4222399279824458
2,dC,84.0,left,left,1,0.3072263729991391
2,cF1,88.0,left,left,1,0.38468020997243
1,dC,103.0,right,right,1,0.3072207270306535
2,dC,86.0,left,left,1,0.4221566140186042
2,dC,88.0,left,left,1,0.729173298983369
1,cN1,93.0,right,right,1,0.4994167629629374
1,cF1,97.0,right,right,1,0.3461206799838692
2,cF1,90.0,vertical,right,0,1.075049495964777
2,dC,90.0,vertical,left,0,1.190527671016753
2,cC,86.0,left,left,1,0.3841525329626165
1,cF1,95.0,right,right,1,0.307168778963387
2,uC,90.0,vertical,right,0,0.8066743070376106
2,uC,90.0,vertical,right,0,0.3840549599844962
2,cF1,90.0,vertical,left,0,0.7292174599715509
1,cF1,93.0,right,right,1,0.3457296279957518
2,uC,90.0,vertical,right,0,0.9050180010381155
2,cN1,88.0,left,right,0,0.460748525976669
2,cF1,90.0,vertical,right,0,0.9219881680328399
