StaircaseNo,TestLoc,Orientation,CorrectAns,ResponseKey,ResponseCorr,RT
1,uC,105.0,right,right,1,0.3068117710008664
1,cC,105.0,right,right,1,0.5371648290001758
1,dC,105.0,right,right,1,0.3454025280007045
2,cC,80.0,left,left,1,1.649788180999167
2,dC,80.0,left,left,1,1.036310489000243
1,uC,103.0,right,right,1,0.2304058560002886
2,dC,82.0,left,left,1,0.268654046998563
2,dC,84.0,left,left,1,0.2691073600017262
2,dC,86.0,left,left,1,0.3070151100000658
1,dC,103.0,right,right,1,0.3451978869998129
1,dC,101.0,right,right,1,0.5757719639987045
1,uC,101.0,right,right,1,0.2306043549997412
2,dC,88.0,left,left,1,0.4228467100001581
1,uC,99.0,right,right,1,0.9981496959990181
1,uC,97.0,right,left,0,1.381457141998908
1,dC,99.0,right,right,1,0.3842514589996426
2,dC,90.0,vertical,right,0,0.6521812270002556
1,cC,103.0,right,right,1,0.8824777260015253
1,uC,98.0,right,right,1,0.4223996419987088
1,cC,101.0,right,right,1,1.073876985999959
1,cC,99.0,right,right,1,0.6524816210003337
2,uC,80.0,left,left,1,0.4604124439993029
1,cC,97.0,right,left,0,0.5759556820012222
1,cC,98.0,right,left,0,0.8823548870004743
2,dC,90.0,vertical,right,0,0.7672923720001563
2,uC,82.0,left,left,1,0.3073368790010136
2,uC,84.0,left,left,1,1.534898096000688
2,dC,90.0,vertical,left,0,0.3838695890008239
1,dC,97.0,right,right,1,2.149180456000977
2,dC,90.0,vertical,right,0,0.4221830370006501
2,cC,82.0,left,left,1,1.074457361000896
2,cC,84.0,left,left,1,0.307481273999656
2,uC,86.0,left,left,1,0.4990537100002257
1,dC,95.0,right,right,1,0.1919451960002334
2,cC,86.0,left,left,1,0.7676032840008702
1,dC,93.0,right,right,1,0.3459540410003683
1,dC,91.0,right,right,1,0.3456897989999561
1,uC,97.0,right,right,1,0.1919610349996219
1,uC,96.0,right,right,1,0.3072116780003853
2,uC,88.0,left,right,0,1.380665759001204
2,uC,87.0,left,right,0,1.420124520998797
1,dC,89.0,left,left,1,0.5377423139998427
1,uC,95.0,right,right,1,0.2697111730012693
1,cC,99.0,right,left,0,0.3454364360004547
2,dC,90.0,vertical,left,0,0.4219580230001156
2,dC,90.0,vertical,left,0,0.5370509170006699
2,cC,88.0,left,left,1,0.6525492220007436
1,cC,100.0,right,left,0,1.189465466999536
1,dC,91.0,right,left,0,0.4222614690006594
2,uC,86.0,left,left,1,0.3838683779995335
1,cC,101.0,right,left,0,0.9970217629997933
2,uC,86.5,left,left,1,0.384108850001212
