StaircaseNo,TestLoc,Orientation,CorrectAns,ResponseKey,ResponseCorr,RT
1,cC,105.0,right,right,1,0.7672959040000933
2,cC,80.0,left,left,1,0.2687061159999757
2,dC,80.0,left,left,1,0.2687240860000202
2,uC,80.0,left,left,1,0.1540685039999516
2,cC,82.0,left,left,1,1.994573024000147
1,uC,105.0,right,right,1,0.4224462880001738
2,dC,82.0,left,left,1,0.2305290259996582
2,uC,82.0,left,left,1,0.2302511160000904
1,uC,103.0,right,right,1,0.49927982600002
1,uC,101.0,right,right,1,0.2300888950003355
1,cC,103.0,right,right,1,0.1918403169997873
1,cC,101.0,right,right,1,3.338652122999974
1,dC,105.0,right,right,1,0.2301576880004177
2,uC,84.0,left,left,1,0.1534796860000824
1,dC,103.0,right,right,1,0.2303214030002891
2,cC,84.0,left,left,1,0.2685220210000807
1,dC,101.0,right,right,1,0.192351404999954
2,cC,86.0,left,left,1,0.2307140060001984
2,cC,88.0,left,left,1,0.3841426190001584
1,dC,99.0,right,right,1,0.3456348350000553
1,dC,97.0,right,left,0,0.4222517590001189
2,dC,84.0,left,left,1,0.306971866999902
2,dC,86.0,left,left,1,0.2686335069997767
2,dC,88.0,left,left,1,0.2301769320001767
2,dC,90.0,vertical,left,0,0.5372675190001246
2,uC,86.0,left,left,1,0.2305122640000263
1,uC,99.0,right,right,1,0.3068944389997341
2,cC,90.0,vertical,right,0,1.152209746999688
2,uC,88.0,left,left,1,0.3071426070000598
2,uC,90.0,vertical,left,0,0.2304321129995515
1,cC,99.0,right,right,1,1.419318287999886
2,dC,90.0,vertical,left,0,0.4220554699995773
1,uC,97.0,right,right,1,0.1917855960000452
2,uC,90.0,vertical,left,0,0.3071217239994439
1,dC,98.0,right,right,1,0.2689242220003507
1,uC,95.0,right,left,0,0.3450810539998201
1,uC,96.0,right,right,1,0.3839520470000934
2,dC,90.0,vertical,left,0,0.4607648659994084
1,dC,97.0,right,right,1,0.4603547730002902
2,dC,90.0,vertical,left,0,0.2304847460000019
1,cC,97.0,right,left,0,0.2691317450007773
1,dC,96.0,right,left,0,0.3836073750007927
