StaircaseNo,TestLoc,Orientation,CorrectAns,ResponseKey,ResponseCorr,RT
2,cN1,80.0,left,left,1,0.6146356499993999
2,uC,80.0,left,right,0,0.1152525440011232
1,cF1,105.0,right,left,0,1.651544243999524
1,cC,105.0,right,right,1,0.1921979830003693
2,uC,78.0,left,left,1,0.1920974410022609
2,cF1,80.0,left,left,1,0.1540079359983793
1,dC,105.0,right,right,1,0.1926235780010757
2,cN1,82.0,left,left,1,0.1535631810002087
1,dC,103.0,right,right,1,0.03866711099908571
1,cF1,107.0,right,right,1,0.0002133150010195095
2,cF1,82.0,left,left,1,0.2689661420008633
1,cN1,105.0,right,right,1,0.2686064419976901
1,uC,105.0,right,right,1,0.2305088200009777
2,cF1,84.0,left,left,1,1.995792877001804
1,cN1,103.0,right,right,1,0.192070363998937
2,cF1,86.0,left,left,1,0.3840341889990668
1,dC,101.0,right,right,1,0.1152976020021015
2,cC,80.0,left,left,1,0.1539507929992396
1,cC,103.0,right,right,1,0.1921088279996184
2,uC,79.0,left,left,1,0.2689638120027666
2,cC,82.0,left,left,1,0.191913189002662
1,uC,103.0,right,right,1,0.07690291099788737
1,cC,101.0,right,right,1,0.1920033110000077
2,cF1,88.0,left,left,1,0.1920031959998596
1,cC,99.0,right,right,1,0.2304950519974227
2,cF1,90.0,vertical,left,0,3.108319309001672
1,cN1,101.0,right,right,1,0.1537304180019419
1,cN1,99.0,right,right,1,0.1923136600016733
2,cC,84.0,left,left,1,0.1918793360018753
1,cC,97.0,right,right,1,0.1921218269999372
1,cN1,97.0,right,right,1,0.2306262380006956
2,cF1,90.0,vertical,left,0,0.8441791320001357
1,cN1,95.0,right,right,1,0.153704899999866
2,dC,80.0,left,left,1,0.2303275629965356
2,dC,82.0,left,left,1,0.2306793489988195
1,dC,99.0,right,right,1,0.6525722590013174
2,cN1,84.0,left,left,1,0.3456044449994806
1,cN1,93.0,right,right,1,0.6524882550002076
2,cF1,90.0,vertical,right,0,1.036011852000229
1,cC,95.0,right,right,1,0.2689471740013687
2,cC,86.0,left,left,1,0.5380140080014826
1,cF1,106.0,right,right,1,0.6142381109966664
1,cC,93.0,right,right,1,44.08813165700121
2,cN1,86.0,left,left,1,0.2686506239988375
1,dC,97.0,right,right,1,0.07735397699798341
1,cC,91.0,right,right,1,0.3453515299988794
2,uC,80.0,left,left,1,0.5757958400026837
1,uC,101.0,right,right,1,0.1922796920007386
2,cF1,90.0,vertical,right,0,0.8058697060005215
2,dC,84.0,left,left,1,0.2304756570010795
1,cF1,105.0,right,right,1,0.269260070999735
1,cN1,91.0,right,right,1,0.9597029750002548
1,dC,95.0,right,right,1,0.2689123620002647
2,dC,86.0,left,left,1,0.4608609839997371
2,cN1,88.0,left,left,1,0.3834899670000596
2,cN1,90.0,vertical,right,0,0.2688395789991773
1,cN1,89.0,left,right,0,0.4221540830003505
2,cN1,90.0,vertical,left,0,0.5755857889998879
2,cF1,90.0,vertical,left,0,0.844280503999471
1,dC,93.0,right,right,1,0.2302605389995733
2,dC,88.0,left,left,1,0.2306141359986214
2,cN1,90.0,vertical,left,0,0.6142239270011487
2,cN1,90.0,vertical,left,0,0.4608951930022158
2,uC,81.0,left,left,1,0.2304273709996778
2,cN1,90.0,vertical,right,0,0.4224021200025163
1,dC,91.0,right,right,1,0.6911679799995909
1,uC,99.0,right,right,1,0.2306204339984106
1,dC,89.0,left,right,0,0.3457123219995992
1,cF1,104.0,right,right,1,0.2692274239998369
2,cF1,90.0,vertical,right,0,0.3839283769993926
1,cF1,103.0,right,right,1,0.1540284769980644
2,uC,82.0,left,left,1,0.3082167460015626
2,cN1,90.0,vertical,left,0,0.4612693239978398
