StaircaseNo,TestLoc,Orientation,CorrectAns,ResponseKey,ResponseCorr,RT
1,dC,105.0,right,right,1,0.9208100320000199
1,cF1,105.0,right,right,1,0.4603146649999985
2,cC,80.0,left,left,1,0.4606545130000086
2,uC,80.0,left,left,1,0.3072518530000252
2,cF1,80.0,left,right,0,0.3840027109999937
1,uC,105.0,right,left,0,0.4607535239999834
2,cN1,80.0,left,left,1,0.4990263759999607
2,cF1,78.0,left,left,1,0.3072000650000177
1,uC,107.0,right,right,1,0.3843991879999749
1,uC,106.0,right,right,1,0.1925117440000008
2,dC,80.0,left,left,1,0.3840424709999866
1,dC,103.0,right,right,1,0.2685361169999965
2,cC,82.0,left,left,1,0.192064490000007
2,dC,82.0,left,left,1,0.1920452150000074
1,cN1,105.0,right,right,1,0.2305318140000168
1,cN1,103.0,right,right,1,0.345436063999955
1,cC,105.0,right,left,0,0.5753575410000167
1,dC,101.0,right,right,1,0.6144334900000104
2,cF1,79.0,left,left,1,0.3072349830000007
1,cF1,103.0,right,right,1,0.2303781379999918
1,dC,99.0,right,left,0,0.2304343730000369
2,cC,84.0,left,left,1,0.2146210349999933
2,uC,82.0,left,left,1,0.2304369610000094
2,uC,84.0,left,left,1,0.1919906509999691
1,cN1,101.0,right,left,0,0.1919841980000001
2,cF1,80.0,left,left,1,0.2689700029999926
1,uC,105.0,right,left,0,2.494005310000034
2,cF1,81.0,left,left,1,0.4218654459999698
2,cC,86.0,left,left,1,0.2688241669999911
2,uC,86.0,left,left,1,0.3457815520000054
1,cC,107.0,right,right,1,0.3835970939999811
1,cC,106.0,right,right,1,0.3834328739999933
2,cC,88.0,left,left,1,0.4222313559999975
2,cF1,82.0,left,left,1,0.2301025909999908
1,uC,105.5,right,right,1,0.536956264999958
1,cC,105.0,right,left,0,0.383994341999994
2,cC,90.0,vertical,left,0,0.6907483749999983
2,dC,84.0,left,left,1,0.3456593110000199
1,cC,105.5,right,left,0,0.4606655360000218
1,cN1,102.0,right,right,1,0.2691608499999916
1,cN1,101.0,right,right,1,1.228877602000011
1,cN1,100.0,right,right,1,0.4605593470000144
2,cC,90.0,vertical,left,0,0.1923239430000194
2,uC,88.0,left,left,1,0.1919238180000207
2,dC,86.0,left,left,1,0.3072649009999964
1,cF1,101.0,right,right,1,0.2304846430000111
2,cN1,82.0,left,left,1,0.1151975280000102
1,dC,100.0,right,right,1,0.1537643849999881
2,cN1,84.0,left,left,1,0.2305301339999914
1,dC,99.0,right,right,1,0.1151354650000371
2,cN1,86.0,left,left,1,0.1537897549999911
2,cN1,88.0,left,left,1,0.192018733999987
2,uC,90.0,vertical,left,0,0.268864877999988
2,dC,88.0,left,left,1,0.3453492950000054
1,cC,106.0,right,right,1,0.3070824049999601
2,uC,90.0,vertical,left,0,0.2304288939999992
1,dC,98.0,right,right,1,0.3454663710000432
1,uC,105.0,right,right,1,0.1538403680000329
2,dC,90.0,vertical,left,0,0.3454220979999718
2,cF1,83.0,left,left,1,0.34596154999997
1,uC,104.5,right,right,1,0.4606074049999052
1,uC,104.0,right,right,1,0.2306513319999794
2,cN1,90.0,vertical,left,0,0.230014041000004
1,cN1,99.0,right,right,1,0.3449640960000124
1,dC,97.0,right,right,1,0.345681122999963
1,dC,96.0,right,right,1,0.4448519510000324
2,cF1,84.0,left,left,1,0.3457865400000628
2,cC,90.0,vertical,left,0,1.074673471000096
1,dC,95.0,right,left,0,0.6530574109999634
2,uC,90.0,vertical,left,0,0.3459121699999059
1,cC,105.5,right,right,1,0.2305520930000284
1,uC,103.5,right,right,1,0.4226916080000365
1,uC,103.0,right,right,1,0.6904721949999839
1,cN1,98.0,right,right,1,0.3072242089999691
2,cN1,90.0,vertical,left,0,0.1919582599999785
1,cN1,97.0,right,right,1,0.1918071479999526
1,cF1,99.0,right,right,1,0.2307609289999846
2,dC,90.0,vertical,left,0,0.2303693100000146
1,uC,102.5,right,right,1,0.2691316479999841
2,dC,90.0,vertical,left,0,0.2302531379999664
1,cF1,97.0,right,right,1,0.2685850719999507
1,cC,105.0,right,right,1,0.2686309669999218
1,cC,104.5,right,right,1,0.268604388999961
1,cC,104.0,right,right,1,0.153284296000038
2,cF1,85.0,left,left,1,0.2687985049999497
1,dC,95.5,right,right,1,0.4602652649999754
2,cN1,90.0,vertical,right,0,0.1920065229999182
1,uC,102.0,right,right,1,0.3455867680000893
2,cF1,86.0,left,left,1,0.72968240900002
2,cF1,87.0,left,left,1,0.4220645819999618
1,uC,101.5,right,right,1,0.2691134119999106
1,cF1,95.0,right,right,1,0.3463437640000393
2,uC,90.0,vertical,left,0,0.2299678709999853
1,cF1,93.0,right,right,1,0.2305654879999111
2,cN1,90.0,vertical,left,0,0.2684092599999985
1,cF1,91.0,right,right,1,0.2687889219999988
1,cC,103.5,right,right,1,0.2300019870000369
2,dC,90.0,vertical,left,0,0.307402219000096
2,cF1,88.0,left,right,0,0.5754870399999845
1,cN1,96.0,right,left,0,0.4988825860000361
2,cC,90.0,vertical,right,0,0.3839598790000309
2,cN1,90.0,vertical,right,0,0.2686284820000537
2,uC,90.0,vertical,left,0,0.2684707890000482
1,dC,95.0,right,right,1,0.2687467870000546
1,cN1,96.5,right,right,1,0.1922558989999743
1,cN1,96.0,right,right,1,0.1920958959999552
1,cF1,89.0,left,right,0,0.3456510920000255
2,uC,90.0,vertical,right,0,0.2692808790000072
1,uC,101.0,right,right,1,0.3071363999999903
2,cF1,87.5,left,right,0,0.2687789990000056
2,dC,90.0,vertical,right,0,0.3452539150000575
1,cN1,95.5,right,right,1,0.3836020649999909
2,cC,90.0,vertical,right,0,0.4220080449999841
1,cF1,88.0,left,left,1,0.4215040159999717
2,uC,90.0,vertical,right,0,0.1532493259999228
1,uC,100.5,right,right,1,0.3069729709999365
1,dC,94.5,right,right,1,0.8823103180000089
1,cN1,95.0,right,left,0,1.420987012999944
2,cF1,87.0,left,left,1,0.6141763919999903
2,cF1,87.5,left,left,1,0.652113063999991
1,cF1,89.0,left,right,0,0.6139732069999582
2,cC,90.0,vertical,right,0,0.4223204989999658
1,dC,94.0,right,right,1,0.6903701029999638
1,uC,100.0,right,left,0,0.5761178879999989
1,cF1,88.5,left,left,1,0.4989298259999941
1,cC,103.0,right,right,1,0.1919175189999578
2,dC,90.0,vertical,left,0,0.3071977779999315
2,cF1,88.0,left,left,1,1.343279660999997
1,dC,93.5,right,right,1,0.5371276449999414
1,cF1,89.0,left,left,1,0.2687214869999934
2,cC,90.0,vertical,left,0,0.4984146189999592
2,cF1,88.5,left,left,1,0.3451804920000541
2,cN1,90.0,vertical,right,0,0.383994052999924
2,uC,90.0,vertical,left,0,0.7291718339999989
2,uC,90.0,vertical,left,0,0.3464142899999842
1,cF1,89.5,left,right,0,0.3449435539999968
1,cN1,95.5,right,right,1,0.4988133479999988
1,uC,100.5,right,right,1,0.498605821999945
1,uC,100.0,right,right,1,0.4607882049999716
1,cC,102.5,right,right,1,0.383531545999972
2,cN1,90.0,vertical,left,0,0.3457745329999398
2,cF1,89.0,left,right,0,0.3453045940000266
2,dC,90.0,vertical,left,0,0.3451869059999808
1,dC,93.0,right,right,1,0.4220815259999426
1,uC,99.5,right,right,1,0.3071429530000387
2,uC,90.0,vertical,left,0,0.460127969000041
1,cF1,89.0,left,right,0,0.3072700049999639
2,dC,90.0,vertical,left,0,0.4609508130000677
1,cC,102.0,right,right,1,0.1918191749999778
2,uC,90.0,vertical,left,0,0.2687989779999498
2,dC,90.0,vertical,right,0,0.3068226490000825
2,uC,90.0,vertical,left,0,0.3068525190000173
1,uC,99.0,right,right,1,0.4221703480000087
1,cN1,95.0,right,right,1,0.4222412459999987
2,cC,90.0,vertical,right,0,0.3452554330000339
2,uC,90.0,vertical,left,0,0.3069645320000518
1,cC,101.5,right,right,1,0.1920241870000154
1,cN1,94.5,right,right,1,0.1920835780000516
2,uC,90.0,vertical,left,0,0.2300986019999982
2,uC,90.0,vertical,left,0,0.4610112279999612
1,dC,92.5,right,right,1,0.2306267479999633
2,cF1,88.5,left,left,1,0.2683919040000546
1,uC,98.5,right,right,1,0.2301159339999685
2,cF1,89.0,left,left,1,0.6908172729999933
2,dC,90.0,vertical,right,0,0.4222841179999932
1,cC,101.0,right,right,1,0.4990484979999792
1,cN1,94.0,right,right,1,2.148935888999972
1,cN1,93.5,right,right,1,0.7675318279999601
2,cC,90.0,vertical,left,0,0.3836749729999838
1,cF1,88.5,left,left,1,0.4603357610000103
1,dC,92.0,right,right,1,0.2306456979999894
1,uC,98.0,right,right,1,0.1537009979999766
1,dC,91.5,right,right,1,0.1918135020000591
1,cC,100.5,right,right,1,0.2687115489999314
1,cC,100.0,right,right,1,0.1534483740000496
1,cF1,89.0,left,right,0,0.268518456000038
1,uC,97.5,right,right,1,0.2687703820000706
2,dC,90.0,vertical,left,0,0.4604282950000425
1,cC,99.5,right,right,1,0.1154195480000908
2,dC,90.0,vertical,left,0,0.3072281930000145
2,cF1,89.5,left,right,0,0.2684826170000179
1,cF1,88.5,left,left,1,0.2300023340000052
2,cN1,90.0,vertical,left,0,0.3071900749999941
1,cF1,89.0,left,left,1,0.3457081349999953
1,cF1,89.5,left,right,0,0.3071612830000277
2,cC,90.0,vertical,right,0,0.2305687839999564
1,cC,99.0,right,right,1,0.1919215620000614
1,uC,97.0,right,right,1,0.2685767149999947
2,cF1,89.0,left,right,0,0.268534260000024
1,cC,98.5,right,right,1,0.1153339709999273
2,cN1,90.0,vertical,right,0,0.1540507999999363
2,cN1,90.0,vertical,left,0,0.192036736000091
1,cN1,93.0,right,right,1,0.1155891829999973
1,dC,91.0,right,right,1,0.3071349419999478
2,cN1,90.0,vertical,left,0,0.2303739760000099
2,cC,90.0,vertical,right,0,0.1920748079999157
2,cC,90.0,vertical,left,0,0.3457125070000302
2,dC,90.0,vertical,right,0,0.229934395999976
2,dC,90.0,vertical,right,0,0.7292591369999855
2,dC,90.0,vertical,left,0,0.1920931370000289
1,dC,90.5,right,left,0,0.3448195309999846
2,cC,90.0,vertical,right,0,0.3839271859999371
2,cC,90.0,vertical,left,0,0.2688154730000178
2,uC,90.0,vertical,left,0,0.5368672729999844
2,dC,90.0,vertical,left,0,0.6524251490000097
2,cC,90.0,vertical,right,0,0.3072836840000264
2,cC,90.0,vertical,right,0,0.5751352170000246
1,cF1,89.0,left,left,1,1.650308161999988
2,cF1,88.5,left,left,1,0.6135569599999826
1,cC,98.0,right,right,1,0.2686250200000586
1,cC,97.5,right,right,1,0.345347418000074
2,cN1,90.0,vertical,left,0,0.3071389069999668
2,cC,90.0,vertical,left,0,0.3455571900000223
2,cN1,90.0,vertical,left,0,0.4603969449999568
1,cF1,89.5,left,right,0,0.2685167829999955
2,uC,90.0,vertical,left,0,0.575580410999919
1,cF1,89.0,left,right,0,0.2307016140000542
2,uC,90.0,vertical,left,0,0.4984680300000264
2,cN1,90.0,vertical,left,0,0.3455820760000279
2,cF1,89.0,left,left,1,0.613827123999954
1,cF1,88.5,left,right,0,0.3072754769999619
2,cN1,90.0,vertical,right,0,0.5754448759998922
2,cN1,90.0,vertical,left,0,0.3837288650000801
1,cN1,92.5,right,right,1,0.2305219579999402
1,dC,91.0,right,left,0,0.7674927440000374
1,cN1,92.0,right,right,1,0.2304189310000311
1,cN1,91.5,right,right,1,0.3072608580000633
2,cC,90.0,vertical,left,0,0.2303555070000129
2,uC,90.0,vertical,right,0,0.2689456619999646
2,dC,90.0,vertical,left,0,0.8054270730000326
2,cC,90.0,vertical,right,0,0.3070840230000158
2,cF1,89.5,left,left,1,0.3453482130000793
1,uC,96.5,right,right,1,0.2685432779999246
1,dC,91.5,right,right,1,0.2304975309999691
1,cF1,88.0,left,left,1,0.3073289620000423
2,dC,90.0,vertical,right,0,0.2304643000001079
2,dC,90.0,vertical,left,0,0.3070123369999465
2,cN1,90.0,vertical,right,0,0.1920540099999926
2,cN1,90.0,vertical,right,0,0.2687676550000333
2,cN1,90.0,vertical,left,0,0.2302248070000132
1,cN1,91.0,right,right,1,0.1533772630000385
2,uC,90.0,vertical,right,0,0.3844622120000167
1,cC,97.0,right,right,1,0.2301582140000846
2,cC,90.0,vertical,right,0,0.8439753889999793
2,dC,90.0,vertical,right,0,0.3069318000000294
1,cN1,90.5,right,left,0,0.268841588999976
1,dC,91.0,right,right,1,0.22990042299989
1,cC,96.5,right,right,1,0.1538093140000001
2,cN1,90.0,vertical,right,0,0.4221557769999436
1,dC,90.5,right,right,1,0.4609850879999158
1,dN1,105.0,right,left,0,3.760166658000117
1,cN2,105.0,right,right,1,0.3455288089999158
1,dF1,105.0,right,right,1,0.3073066829999789
1,uN1,105.0,right,left,0,0.4225263660000564
1,uN1,107.0,right,left,0,0.4991054419999728
2,dN1,80.0,left,left,1,0.461211768000112
2,dF1,80.0,left,left,1,0.4225554170000123
2,dF1,82.0,left,left,1,0.3458049719999963
2,dF1,84.0,left,left,1,0.4228147639998951
2,cN2,80.0,left,left,1,0.2687048369998593
1,dN1,107.0,right,right,1,0.2307535229999758
1,dN1,106.0,right,right,1,0.3458247930000198
2,dN1,82.0,left,left,1,0.2691237060000731
1,uN1,109.0,right,left,0,0.5372706470000139
1,dF1,103.0,right,right,1,0.268744622999975
1,cN2,103.0,right,right,1,0.4606932690001031
