StaircaseNo,TestLoc,Orientation,CorrectAns,ResponseKey,ResponseCorr,RT
2,uC,80.0,left,left,1,0.6146438549913
1,cN1,105.0,right,right,1,0.1924276220088359
1,cC,105.0,right,right,1,0.3458146180055337
1,cC,103.0,right,right,1,0.3071673809899949
1,cC,101.0,right,right,1,0.2304296270012856
2,cN1,80.0,left,left,1,0.2303077099932125
1,dC,105.0,right,right,1,0.1925103989924537
1,cC,99.0,right,right,1,0.2692614050029078
2,cF1,80.0,left,left,1,0.1926277629972901
1,cF1,105.0,right,right,1,0.3454699680005433
1,dC,103.0,right,right,1,0.1155393759981962
1,uC,105.0,right,right,1,0.1537941120041069
1,cF1,103.0,right,right,1,0.3071496180054964
2,cF1,82.0,left,left,1,0.230686170005356
2,cN1,82.0,left,left,1,0.1920310650020838
2,cC,80.0,left,left,1,0.1535827979969326
2,uC,82.0,left,left,1,0.2304457779973745
1,dC,101.0,right,right,1,0.1922661690041423
2,cF1,84.0,left,left,1,0.2689586300111841
1,uC,103.0,right,right,1,0.1537191959941993
1,cN1,103.0,right,right,1,0.2689078089897521
1,cC,97.0,right,left,0,0.4604373280017171
1,cF1,101.0,right,right,1,0.2688836059969617
1,cC,98.0,right,right,1,0.2303188100049738
2,cF1,86.0,left,left,1,0.2687289040040923
1,cF1,99.0,right,right,1,0.230759003010462
1,uC,101.0,right,right,1,0.1917898380052065
2,cN1,84.0,left,left,1,0.1918140519992448
1,dC,99.0,right,right,1,0.2306776619952871
2,uC,84.0,left,left,1,0.3075467549933819
1,cF1,97.0,right,right,1,0.4225049780070549
2,uC,86.0,left,left,1,0.3074725549959112
2,dC,80.0,left,left,1,0.3459222770034103
1,cN1,101.0,right,right,1,0.2686854519997723
1,dC,97.0,right,right,1,0.3452495709934738
1,uC,99.0,right,right,1,0.3460159700043732
1,cN1,99.0,right,right,1,0.4229703710007016
1,cC,97.0,right,right,1,0.3067979619954713
2,cC,82.0,left,left,1,0.3454595420043916
2,uC,88.0,left,left,1,0.3071867839898914
2,cC,84.0,left,left,1,0.2686609709926415
2,uC,90.0,vertical,left,0,0.7897664720076136
1,cC,96.0,right,right,1,0.4990841089893365
1,cN1,97.0,right,right,1,0.2690508950036019
1,cN1,95.0,right,right,1,0.2302386769879377
2,cF1,88.0,left,right,0,0.6144725600024685
1,uC,97.0,right,right,1,0.3454285439947853
1,cN1,93.0,right,right,1,0.3840846319944831
2,cC,86.0,left,left,1,0.4987743899982888
