StaircaseNo,TestLoc,Orientation,CorrectAns,ResponseKey,ResponseCorr,RT
2,cC,80.0,left,left,1,0.921066228998825
2,uC,80.0,left,left,1,1.227641541976482
1,uC,105.0,right,right,1,0.6534463739953935
1,dC,105.0,right,right,1,1.68913277098909
2,uC,82.0,left,left,1,1.15163030003896
2,cC,82.0,left,left,1,1.036532238998916
1,dC,103.0,right,left,0,0.9987071609939449
2,dC,80.0,left,left,1,0.6142212199629284
2,dC,82.0,left,left,1,0.4989238809794188
1,dC,104.0,right,left,0,1.344184816989582
2,cC,84.0,left,left,1,7.506867724005133
1,cC,105.0,right,right,1,5.259615843009669
1,uC,103.0,right,right,1,0.5760750509798527
2,cC,86.0,left,left,1,1.190314278996084
1,cC,103.0,right,right,1,1.075071294966619
1,dC,105.0,right,right,1,0.4608845609473065
2,dC,84.0,left,left,1,1.863747685973067
1,dC,104.5,right,right,1,0.4223427510005422
1,dC,104.0,right,right,1,0.5759129609796219
2,cC,88.0,left,right,0,3.225774844991975
1,cC,101.0,right,right,1,0.8445828050025739
2,uC,84.0,left,left,1,0.7299648990156129
1,cC,99.0,right,left,0,0.3842671390157193
1,cC,100.0,right,left,0,0.6525418880046345
1,cC,101.0,right,left,0,0.6145802550017834
2,cC,87.0,left,left,1,3.148145256971475
1,dC,103.5,right,right,1,0.7295564190135337
1,cC,102.0,right,right,1,0.5373219329630956
2,dC,86.0,left,left,1,0.6526599709759466
2,cC,88.0,left,left,1,1.689801741973497
2,dC,88.0,left,left,1,2.727966834034305
2,dC,90.0,vertical,left,0,0.7293863410013728
2,uC,86.0,left,right,0,3.416083274991252
2,dC,90.0,vertical,right,0,1.95747626607772
1,cC,101.5,right,right,1,1.95764890301507
2,cC,89.0,left,left,1,0.6141761540202424
1,dC,103.0,right,left,0,2.786658743978478
1,cC,101.0,right,left,0,0.9987208539387211
1,uC,101.0,right,right,1,0.6907689860090613
1,cC,101.5,right,left,0,0.8834569760365412
2,cC,90.0,vertical,left,0,0.5761490600416437
1,dC,103.5,right,right,1,0.9975257719634101
1,uC,99.0,right,left,0,1.45880708808545
2,dC,90.0,vertical,left,0,0.6524831131100655
2,cC,90.0,vertical,left,0,0.65288387297187
2,uC,85.0,left,left,1,0.3455697940662503
1,uC,100.0,right,right,1,0.9990397619549185
1,cC,102.0,right,right,1,1.497529300977476
2,cC,90.0,vertical,left,0,0.8068785310024396
2,uC,86.0,left,left,1,0.5376878649694845
2,cC,90.0,vertical,left,0,0.575951358070597
1,dC,103.0,right,right,1,0.6144445000682026
2,dC,90.0,vertical,left,0,0.5378942770184949
2,cC,90.0,vertical,left,0,0.3841295770835131
2,uC,87.0,left,left,1,0.8055222278926522
2,dC,90.0,vertical,left,0,1.15198014699854
2,cC,90.0,vertical,left,0,0.5377723820274696
2,dC,90.0,vertical,left,0,0.615040099946782
1,uC,99.0,right,right,1,0.8065075990743935
1,dC,102.5,right,left,0,0.3840025550452992
2,uC,88.0,left,left,1,0.4609228579793125
1,uC,98.0,right,left,0,0.6522361140232533
1,dC,103.0,right,right,1,1.535432155942544
2,uC,89.0,left,left,1,0.460941004101187
2,cC,90.0,vertical,left,0,0.5373233830323443
2,cC,90.0,vertical,left,0,0.4604441450210288
2,dC,90.0,vertical,left,0,0.8061483090277761
2,uC,90.0,vertical,left,0,1.611388745019212
2,uC,90.0,vertical,left,0,0.4992058359785005
2,uC,90.0,vertical,left,0,0.5761869760463014
1,cC,101.5,right,left,0,0.6142124240286648
1,dC,102.5,right,right,1,1.804432234028354
2,uC,90.0,vertical,left,0,1.458623636048287
2,uC,90.0,vertical,left,0,1.842703094007447
1,dC,102.0,right,right,1,1.458567491034046
2,dC,90.0,vertical,left,0,2.111523675033823
1,dC,101.5,right,right,1,1.880873598041944
2,uC,90.0,vertical,left,0,0.3455120520666242
1,cC,102.0,right,right,1,0.4224771530134603
1,cC,101.5,right,right,1,0.8442357140593231
1,cC,101.0,right,right,1,0.9212513429811224
2,cC,90.0,vertical,left,0,1.18945711501874
1,uC,98.5,right,right,1,1.305525978910737
1,uC,98.0,right,right,1,0.4608501129550859
2,dC,90.0,vertical,left,0,0.6528520670253783
1,uC,97.5,right,right,1,0.6910605910234153
2,cC,90.0,vertical,left,0,0.4227807460119948
1,dC,101.0,right,right,1,0.7678541879868135
1,uC,97.0,right,right,1,0.5763797319959849
1,uC,96.5,right,left,0,0.7292880589375272
1,dC,100.5,right,right,1,0.6139158379519358
2,dC,90.0,vertical,left,0,0.7684474029811099
1,cC,100.5,right,right,1,0.4612890660064295
1,uC,97.0,right,right,1,0.6912405010079965
2,cC,90.0,vertical,left,0,0.6143372399965301
2,dC,90.0,vertical,left,0,0.4993318340275437
2,cC,90.0,vertical,left,0,0.3457261300645769
2,uC,90.0,vertical,left,0,0.5377171410946175
1,uC,96.5,right,left,0,0.5751306680031121
1,dC,100.0,right,right,1,0.5372363560600206
2,uC,90.0,vertical,left,0,0.5377127099782228
2,dC,90.0,vertical,left,0,0.537818819982931
2,cC,90.0,vertical,left,0,0.3842674769693986
1,cC,100.0,right,left,0,0.5760377920232713
2,dC,90.0,vertical,left,0,1.304750939947553
2,uC,90.0,vertical,left,0,0.6145854439819232
2,dC,90.0,vertical,left,0,0.576037656981498
2,uC,90.0,vertical,left,0,1.073643352021463
1,cC,100.5,right,right,1,2.841791375074536
2,uC,90.0,vertical,left,0,1.497113639023155
2,dC,90.0,vertical,left,0,0.6524379840120673
1,cC,100.0,right,right,1,0.4993632480036467
1,uC,97.0,right,right,1,0.4604161740280688
1,dC,99.5,right,right,1,0.422404594020918
1,dC,99.0,right,right,1,0.4227163969771937
1,dC,98.5,right,right,1,0.2304998750332743
1,cC,99.5,right,right,1,0.2308209779439494
1,uC,96.5,right,right,1,0.3456158579792827
2,dC,90.0,vertical,left,0,0.6910091600148007
1,uC,96.0,right,right,1,0.8059462549863383
1,uC,95.5,right,right,1,0.9594853479648009
1,dC,98.0,right,right,1,0.3071626789169386
1,uC,95.0,right,right,1,0.8064469830133021
1,dC,97.5,right,right,1,1.151510950992815
1,cC,99.0,right,right,1,0.2690884630428627
2,dC,90.0,vertical,left,0,0.652846341021359
1,cC,98.5,right,right,1,0.5380494680721313
2,dC,90.0,vertical,left,0,1.304636986926198
2,dC,90.0,vertical,left,0,0.5758592670317739
1,cC,98.0,right,right,1,0.4991368330083787
2,uC,90.0,vertical,left,0,0.6525902680587023
2,cC,90.0,vertical,left,0,0.3452023569261655
2,uC,90.0,vertical,left,0,0.3842328570317477
1,dC,97.0,right,right,1,0.422567030065693
2,cC,90.0,vertical,left,0,0.4606178120011464
1,uC,94.5,right,right,1,0.5375003200024366
2,cC,90.0,vertical,left,0,0.3838748730486259
2,uC,90.0,vertical,left,0,0.4637488799635321
1,uC,94.0,right,left,0,0.3528167199110612
1,uC,94.5,right,left,0,1.979539299034514
2,cC,90.0,vertical,left,0,0.4222094910219312
2,uC,90.0,vertical,left,0,0.3070785539457574
1,dC,96.5,right,right,1,1.036267639952712
1,cC,97.5,right,right,1,0.3112586200004444
1,uC,95.0,right,left,0,1.61720078298822
2,dC,90.0,vertical,right,0,3.101513123023324
1,uC,95.5,right,right,1,0.4997942870249972
1,uC,95.0,right,right,1,1.420557764009573
1,cC,97.0,right,left,0,1.995269557926804
2,uC,90.0,vertical,left,0,0.9984753750031814
2,cN1,80.0,left,left,1,1.382690995000303
1,cF1,105.0,right,right,1,0.9976302729919553
1,cN1,105.0,right,right,1,0.5378853940055706
2,cF1,80.0,left,right,0,2.418264916996122
2,cF1,78.0,left,left,1,0.7130519159982214
2,cN1,82.0,left,left,1,0.2688602060079575
1,cN1,103.0,right,right,1,15.38947918900521
1,cF1,103.0,right,right,1,1.151312590998714
