StaircaseNo,TestLoc,Orientation,CorrectAns,ResponseKey,ResponseCorr,RT
1,uC,105.0,right,right,1,0.2302526280109305
2,dC,80.0,left,left,1,0.3075354530010372
2,dC,82.0,left,left,1,0.2302596030058339
1,uC,103.0,right,right,1,0.2685271730006207
2,dC,84.0,left,left,1,0.3837124510027934
2,uC,80.0,left,left,1,0.153832277021138
1,cC,105.0,right,right,1,0.3453012630052399
2,cC,80.0,left,left,1,0.2686072420037817
2,cC,82.0,left,left,1,0.4224704410007689
2,cC,84.0,left,left,1,0.5762528080085758
1,dC,105.0,right,right,1,2.533157858008053
2,cC,86.0,left,right,0,0.7300127389898989
1,uC,101.0,right,right,1,1.036118565010838
1,dC,103.0,right,right,1,0.2147714279999491
2,uC,82.0,left,right,0,1.497869006998371
1,cC,103.0,right,right,1,0.2303058500110637
1,uC,99.0,right,right,1,0.2303946680040099
1,cC,101.0,right,right,1,0.1921611050202046
1,dC,101.0,right,right,1,0.2310807709873188
1,uC,97.0,right,right,1,0.2307576989987865
1,dC,99.0,right,right,1,0.1537679439934436
1,uC,95.0,right,right,1,0.2305186570156366
2,uC,81.0,left,left,1,0.2302697440027259
1,cC,99.0,right,right,1,0.4608908699883614
1,dC,97.0,right,right,1,0.3075983810122125
2,uC,82.0,left,left,1,0.2302046529948711
1,cC,97.0,right,right,1,0.8831416189786978
1,dC,95.0,right,right,1,0.07672022600308992
2,dC,86.0,left,left,1,0.3452540369762573
2,uC,83.0,left,left,1,0.4220028389827348
2,dC,88.0,left,right,0,1.151490409014514
1,uC,93.0,right,right,1,0.3837533089972567
2,uC,84.0,left,left,1,0.3453204100078437
1,cC,95.0,right,right,1,0.5369921370001975
2,dC,87.0,left,left,1,0.3454926649865229
1,dC,93.0,right,left,0,0.3838908800098579
1,uC,91.0,right,right,1,0.4226366720104124
2,uC,85.0,left,left,1,0.690509904990904
1,uC,89.0,left,left,1,0.4992766770010348
2,uC,86.0,left,left,1,0.3071300590236206
2,uC,87.0,left,left,1,0.2303578300052322
2,dC,88.0,left,left,1,0.3069444180000573
2,dC,89.0,left,left,1,0.2685271590016782
2,cC,85.0,left,left,1,0.2689141890150495
2,uC,88.0,left,left,1,0.4223876380128786
2,dC,90.0,vertical,left,0,0.3069389319862239
1,dC,94.0,right,left,0,0.3070328180037905
2,cC,86.0,left,right,0,1.343134542985354
2,uC,89.0,left,left,1,0.4219885839847848
1,dC,95.0,right,right,1,7.138849539973307
2,cC,85.5,left,right,0,0.6523870599921793
1,cC,93.0,right,right,1,2.495500041986816
1,uC,91.0,right,right,1,2.034875348996138
2,dC,90.0,vertical,left,0,0.6522570219822228
2,cC,85.0,left,left,1,0.4223774560086895
1,cC,91.0,right,left,0,0.2689426759898197
1,uC,89.0,left,left,1,0.3074517670029309
2,dC,90.0,vertical,left,0,0.8449866400042083
1,uC,91.0,right,left,0,0.5772017110139132
1,dC,94.5,right,right,1,0.3456060649768915
2,uC,90.0,vertical,right,0,0.9209477019903716
2,uC,90.0,vertical,right,0,0.6142766109842341
2,cC,85.5,left,left,1,0.4607987230119761
2,cC,86.0,left,left,1,0.5374119080079254
2,uC,90.0,vertical,right,0,0.7908921969938092
2,dC,90.0,vertical,left,0,0.499262141995132
1,dC,94.0,right,right,1,0.4993065829912666
1,dC,93.5,right,right,1,0.345703435014002
1,dC,93.0,right,right,1,0.4602610139991157
1,cC,92.0,right,left,0,1.803984569996828
1,dC,92.5,right,right,1,0.6521799069887493
1,dC,92.0,right,right,1,0.4989461170043796
1,uC,92.0,right,right,1,0.4995019309862982
2,dC,90.0,vertical,right,0,0.4219762030115817
1,cC,93.0,right,left,0,0.3070768339966889
1,cC,94.0,right,right,1,3.223753645987017
2,uC,90.0,vertical,right,0,5.601908522017766
1,dC,91.5,right,right,1,0.2687000799924135
2,cC,86.5,left,right,0,13.0831732119841
2,cC,86.0,left,left,1,0.2688776699942537
2,uC,90.0,vertical,left,0,0.2685014339804184
2,dC,90.0,vertical,left,0,0.2688095560006332
1,dC,91.0,right,left,0,0.5375545470160432
2,dC,90.0,vertical,left,0,0.3068940500088502
1,dC,91.5,right,left,0,0.230271876003826
2,uC,90.0,vertical,left,0,0.3455152389942668
2,uC,90.0,vertical,left,0,0.268788991990732
1,uC,91.0,right,right,1,0.3068833540019114
1,cC,93.5,right,left,0,0.2687635720067192
1,uC,90.0,vertical,right,0,0.3458084599988069
1,uC,90.0,vertical,right,0,0.4222483540070243
2,dC,90.0,vertical,left,0,0.3842605190002359
2,cC,86.5,left,left,1,0.5370439790131059
1,cC,94.0,right,left,0,0.4228197810007259
2,cC,87.0,left,left,1,0.3072123460005969
2,dC,90.0,vertical,left,0,0.3844047579914331
2,dC,90.0,vertical,left,0,0.3066893430077471
1,cC,94.5,right,right,1,0.3836840760195628
1,dC,92.0,right,left,0,0.345637999009341
1,uC,90.0,vertical,left,0,0.2684682309918571
2,dC,90.0,vertical,left,0,0.3071959079825319
2,cC,87.5,left,left,1,0.1919602820125874
1,cC,94.0,right,left,0,0.6912674019986298
1,cC,94.5,right,left,0,0.5371476330037694
2,cC,88.0,left,left,1,0.4610080329875927
2,uC,90.0,vertical,left,0,0.1922306180058513
1,cC,95.0,right,left,0,0.3069760910002515
1,cC,95.5,right,right,1,0.4227670849941205
2,dC,90.0,vertical,left,0,0.3070216370106209
1,dC,92.5,right,left,0,0.3841819849913009
1,cC,95.0,right,right,1,0.5768320659990422
2,cC,88.5,left,left,1,0.2691830619878601
2,cC,89.0,left,left,1,0.2688166510197334
2,cC,89.5,left,left,1,0.6148066160094459
1,dC,93.0,right,right,1,0.5600450189958792
2,cC,90.0,vertical,right,0,1.074957330012694
1,dC,92.5,right,right,1,0.3073366619937588
1,uC,90.0,vertical,right,0,0.384514612989733
1,cC,94.5,right,right,1,4.565435283002444
1,cC,94.0,right,right,1,3.339368037006352
2,uC,90.0,vertical,right,0,3.26306502398802
2,dC,90.0,vertical,right,0,5.565378280996811
1,uC,90.0,vertical,right,0,1.535156116005965
1,dC,92.0,right,right,1,3.454825331980828
1,cC,93.5,right,right,1,4.759702929994091
1,uC,90.0,vertical,right,0,0.5379461540142074
2,dC,90.0,vertical,right,0,5.231120192998787
1,dC,91.5,right,right,1,2.455579189991113
1,uC,90.0,vertical,left,0,0.6907880639773794
2,cC,90.0,vertical,left,0,0.2303678239986766
2,cC,90.0,vertical,left,0,0.2691416120214853
