StaircaseNo,TestLoc,Orientation,CorrectAns,ResponseKey,ResponseCorr,RT
2,uC,80.0,left,left,1,0.1535058800072875
1,cC,105.0,right,right,1,0.7684422990132589
1,dC,105.0,right,right,1,1.036089850007556
1,dC,103.0,right,right,1,0.2305254550010432
1,dC,101.0,right,right,1,0.2303441459953319
2,dC,80.0,left,left,1,0.1151530659990385
1,cC,103.0,right,right,1,0.2304810360074043
2,dC,82.0,left,left,1,0.345859978988301
2,cC,80.0,left,left,1,0.1918006369960494
2,uC,82.0,left,left,1,0.3842798539844807
1,uC,105.0,right,right,1,0.2304518450109754
2,cC,82.0,left,left,1,0.1152964909852017
2,dC,84.0,left,left,1,0.347648974013282
1,cC,101.0,right,right,1,1.420150867983466
2,cC,84.0,left,left,1,1.189825419976842
2,uC,84.0,left,left,1,0.7290056700003333
1,uC,103.0,right,right,1,1.343224130017916
1,uC,101.0,right,right,1,0.4227406019927002
2,dC,86.0,left,left,1,0.8451090879971161
1,cC,99.0,right,right,1,0.4227076009847224
2,cC,86.0,left,left,1,2.187984875024995
2,cC,88.0,left,left,1,1.229253543016966
1,cC,97.0,right,right,1,0.5759714809828438
2,dC,88.0,left,left,1,0.3840246579784434
1,uC,99.0,right,right,1,0.3453530740225688
2,dC,90.0,vertical,left,0,0.576242477982305
2,uC,86.0,left,left,1,0.2305747400096152
2,uC,88.0,left,left,1,1.036985929007642
1,dC,99.0,right,right,1,0.8441645159909967
2,uC,90.0,vertical,left,0,0.2687055779970251
2,cC,90.0,vertical,left,0,0.192372196004726
2,dC,90.0,vertical,left,0,0.5763169970014133
1,uC,97.0,right,right,1,0.2303402750112582
2,uC,90.0,vertical,left,0,0.3073170260176994
2,uC,90.0,vertical,left,0,2.30331706799916
1,dC,97.0,right,right,1,0.2305213919898961
2,cC,90.0,vertical,left,0,0.2686865770083386
2,dC,90.0,vertical,right,0,1.612652430019807
2,uC,90.0,vertical,left,0,0.230281586991623
2,dC,90.0,vertical,left,0,0.5379574859980494
2,uC,90.0,vertical,left,0,0.4604150480008684
1,cC,95.0,right,right,1,0.8063051769859158
2,uC,90.0,vertical,left,0,0.4604198639863171
1,cC,93.0,right,left,0,0.2306900209805463
2,uC,90.0,vertical,left,0,0.1155128949903883
2,cC,90.0,vertical,left,0,1.151294699986465
1,uC,95.0,right,right,1,0.7298594739986584
1,cC,94.0,right,left,0,0.1153592090122402
1,dC,95.0,right,right,1,0.4221908320032526
2,cC,90.0,vertical,left,0,0.3458404979901388
1,dC,93.0,right,left,0,1.074978415999794
1,cC,95.0,right,left,0,0.8072271480050404
1,uC,93.0,right,left,0,0.1536074070027098
2,cC,90.0,vertical,left,0,0.1153676730173174
1,dC,94.0,right,left,0,0.1151521809806582
1,cC,96.0,right,left,0,2.188343593996251
1,dC,95.0,right,right,1,0.4226967139984481
1,cC,97.0,right,right,1,2.034613644005731
2,cC,90.0,vertical,left,0,0.153733924991684
2,uC,90.0,vertical,left,0,0.1922061709919944
1,uC,94.0,right,right,1,0.3843627700116485
2,dC,90.0,vertical,left,0,0.8060429350007325
1,cC,96.5,right,right,1,0.4992257079866249
1,dC,94.5,right,right,1,1.22898560698377
2,uC,90.0,vertical,left,0,0.2309178739960771
1,dC,94.0,right,right,1,0.8448187070025597
1,uC,93.0,right,right,1,0.7290624939778354
1,cC,96.0,right,left,0,0.6908679569896776
1,cC,96.5,right,right,1,0.3841534499952104
1,dC,93.5,right,right,1,0.3841534169914667
